lsoa_code,lsoa_name_1,lsoa_name_2,middle_layer_super_output_area_msoa_code,middle_layer_super_output_area_msoa_name,local_authority_la_code,local_authority_la_name,rural_urban,rural_urban_classification,built_up_area_bua_code,built_up_area_bua_name,economic_region_economic_action_plan_area_eap_code,number_of_children_0_to_5_2020,number_of_births_2020_to_mothers_24_and_under_years,number_of_births_2020_to_mothers_25_to_34_years,number_of_births_2020_to_mothers_35_and_over_years,total_number_of_births_2020,population_2020_all_ages,birth_rate_per_1000_2020,number_of_births_2019_to_mothers_24_and_under_years,number_of_births_2019_to_mothers_25_to_34_years,number_of_births_2019_to_mothers_35_and_over_years,total_number_of_births_2019,population_2019_all_ages,birth_rate_per_1000_2019,number_of_births_2018_to_mothers_24_and_under_years,number_of_births_2018_to_mothers_25_to_34_years,number_of_births_2018_to_mothers_35_and_over_years,total_number_of_births_2018,population_2018_all_ages,birth_rate_per_1000_2018,number_of_births_2017_to_mothers_24_and_under_years,number_of_births_2017_to_mothers_25_to_34_years,number_of_births_2017_to_mothers_35_and_over_years,total_number_of_births_2017,population_2017_all_ages,birth_rate_per_1000_2017,wimd_decile,wimd_income_deprivation_count_0_to_4,wimd_income_domain_deciles,wimd_income_domain_people_in_income_deprivation_percentage,wimd_employment_domain_deciles,wimd_employment_domain_working_age_people_in_employment_deprivation_percentage,wimd_health_domain_deciles,wimd_health_domain_gp_recorded_chronic_condition_rate_per_100,wimd_health_domain_limiting_long_term_illness_rate_per_100,"wimd_health_domain_premature_death_rate_per_100,000",wimd_health_domain_gp_recorded_mental_health_condition_rate_per_100,"wimd_health_domain_cancer_incidence_rate_per_100,000",wimd_health_domain_low_birth_weight_live_single_births_less_than_2.5kg_percentage,wimd_health_domain_children_aged_4_to_5_who_are_obese_percentage,wimd_education_domain_deciles,wimd_education_domain_foundation_phase_average_point_score,wimd_education_domain_key_stage_2_average_point_score,wimd_education_domain_key_stage_4_average_point_score,wimd_education_domain_repeat_absenteeism_percentage,wimd_education_domain_key_stage_4_leavers_entering_higher_education_percentage,wimd_education_domain_adults_aged_25_to_64_with_no_qualifications_percentage,wimd_access_to_services_domain_deciles,wimd_access_to_services_domain_percentage_unavailability_of_broadband_at_30mb_s,wimd_access_to_services_domain_average_public_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_public_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_pharmacy_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_food_shop_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_gp_surgery_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_post_office_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_primary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_public_library_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_sports_facility_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_secondary_school_mins,wimd_access_to_services_domain_average_private_return_travel_time_to_a_petrol_station_mins,wimd_housing_domain_deciles,wimd_housing_domain_people_in_overcrowded_households_percentage,wimd_housing_domain_likelihood_of_poor_quality_housing_percentage,wimd_housing_domain_likelihood_of_housing_containing_serious_hazards_percentage,wimd_housing_domain_likelihood_of_housing_being_in_disrepair_percentage,wimd_physical_environment_domain_deciles,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_no2,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates__less_than_10_microm,wimd_physical_environment_domain_population_weighted_average_concentration_value_for_particulates_less_than_2_point_5_micro_m,wimd_physical_environment_domain_households_at_risk_of_flooding_score,wimd_physical_environment_domain_proximity_to_accessible_natural_green_space_score_percentage_of_households,wimd_physical_environment_domain_ambient_green_space_score,wimd_community_safety_domain_deciles,wimd_community_safety_domain_police_recorded_criminal_damage_rate_per_100,wimd_community_safety_domain_police_recorded_violent_crime_rate_per_100,wimd_community_safety_domain_anti_social_behaviour_rate_per_100,wimd_community_safety_domain_police_recorded_burglary_rate_per_100,wimd_community_safety_domain_police_recorded_theft_rate_per_100,wimd_community_safety_domain_fire_incidences_rate_per_100,change_birth_rates_18to20,change_birth_rates_17to20,mean_fpp_score,mean_fpp_score_rounded,fpp_mean_difference,fpp_performance
W01001124,St. Augustine's 2,The Vale of Glamorgan 005C,W02000241,The Vale of Glamorgan 005,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,82,1,8,5,14,1496,9.36,2,5,4,11,1503,7.32,1,9,3,13,1494,8.7,2,5,8,15,1500,10,8,7.59,7,10,7,7,8,10.4,19.6,476.3,20.1,669,1.8,,9,108,93,131,3.6,43.3,9.5,10,0,19,19,20,20,20,23,30,31,2,2,2,3,2,3,7,9,7,2,4.44,40.2,35.6,6.7,5,12.6,11.4,7.8,2.1,99.6,-0.128,6,0.9,1.93,2.64,0.73,0.9,,Other,Other,106.3036649,106,1.696335079,Other
W01001125,St. Augustine's 3,The Vale of Glamorgan 005D,W02000241,The Vale of Glamorgan 005,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,92,0,7,2,9,1578,5.7,0,8,2,10,1593,6.28,1,10,10,21,1596,13.16,2,7,2,11,1588,6.93,9,7.21,9,7,8,5,8,11,19.3,396.4,18.5,654.7,4.7,,10,110,99,142,2.4,34.7,7.9,10,0,19,19,24,20,24,21,30,29,1,1,3,3,3,3,7,7,7,5,2.82,32.5,30,6,4,12.5,11.2,7.8,2.1,78.9,-0.098,5,1.05,2.37,3.26,1.1,0.8,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,2.989528796,Other
W01001126,St. Augustine's 4,The Vale of Glamorgan 005E,W02000241,The Vale of Glamorgan 005,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,149,2,18,7,27,2683,10.06,2,16,14,32,2653,12.06,3,20,4,27,2621,10.3,6,20,11,37,2605,14.2,9,35.64,7,10,8,6,9,10.4,15.8,314.4,18.9,656.9,2.8,,8,105,94,114,4.7,36.4,5.7,9,0.1,25,23,29,29,29,33,36,50,3,3,7,7,5,8,6,13,5,7,4.87,14.3,13.3,2,4,13,11.6,7.9,13.6,99.8,-0.113,7,0.7,1.69,2.12,0.72,1.41,,Other,Other,107.0104712,107,-2.010471204,Other
W01001127,St. Bride's Major 1,The Vale of Glamorgan 001B,W02000237,The Vale of Glamorgan 001,W06000014,Vale of Glamorgan,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,94,1,6,6,13,1548,8.4,1,6,6,13,1503,8.65,3,7,6,16,1466,10.91,1,8,5,14,1348,10.39,9,3.36,10,5,9,4,10,11.1,15.2,270.4,17.8,565.7,1.3,,10,109,90,136,3.6,46.3,5.6,2,19.7,51,40,52,24,41,61,64,64,25,12,25,3,14,30,32,22,22,9,1.83,19.9,18.5,3.1,10,4.5,9.6,6.2,8.8,99.4,0.127,9,0.35,0.64,1.99,,0.36,0.45,Consistently decreasing,Decreasing (2018-20),107.0104712,107,1.989528796,Other
W01001128,St. Bride's Major 2,The Vale of Glamorgan 001C,W02000237,The Vale of Glamorgan 001,W06000014,Vale of Glamorgan,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,130,1,5,4,10,1698,5.89,2,7,3,12,1673,7.17,2,8,7,17,1617,10.51,0,5,5,10,1523,6.57,9,6.16,9,6,9,5,10,9.7,15.5,337.2,18.1,523.5,5.1,,9,106,93,135,3.3,46.8,8.4,4,6.1,63,37,62,26,28,63,81,77,18,7,18,2,3,21,22,18,18,9,1.46,15.6,14,2.9,7,4.9,9.9,6.3,17.8,95.9,0.047,10,,0.86,0.72,,,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,-1.010471204,Other
W01001129,Stanwell 1,The Vale of Glamorgan 004F,W02000240,The Vale of Glamorgan 004,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,143,2,13,8,23,1666,13.81,0,8,6,14,1612,8.68,1,11,6,18,1543,11.67,3,6,6,15,1509,9.94,6,18.2,5,15,7,7,6,13.6,21.8,401.9,24.3,762.9,4.2,,5,107,87,118,8,28.6,18.3,5,0.2,27,22,25,31,27,31,49,30,4,3,3,5,4,8,9,6,10,3,8.16,19.3,17.5,2.1,4,10.5,11.1,7.6,11.1,90.1,-0.04,6,0.7,2.48,2.42,0.77,0.34,,Other,Other,104.5767196,105,2.423280423,Other
W01001130,Stanwell 2,The Vale of Glamorgan 005F,W02000241,The Vale of Glamorgan 005,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,81,0,5,5,10,1343,7.45,0,3,4,7,1301,5.38,0,4,4,8,1286,6.22,1,7,6,14,1299,10.78,10,0.65,10,4,10,3,10,9.6,16.5,243.1,17.1,622.9,1,,10,112,92,152,0.2,50.7,6.8,10,0,18,19,20,20,19,23,32,20,1,1,1,2,2,4,9,3,10,7,2.03,30.3,26.6,6.6,3,11.6,11.3,7.8,2.1,60.9,-0.099,8,0.57,0.74,1.24,1.11,0.45,,Other,Other,108.0789474,108,3.921052632,Other
W01001131,Stanwell 3,The Vale of Glamorgan 008C,W02000244,The Vale of Glamorgan 008,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,137,6,8,3,17,1853,9.17,7,12,4,23,1821,12.63,7,11,0,18,1825,9.86,5,14,4,23,1837,12.52,5,43.52,3,22,5,11,4,14.9,24.6,483.8,24.5,726.8,3.2,,8,106,91,133,4.7,35.8,20.8,4,0,26,25,27,31,29,30,40,28,4,4,4,6,6,8,11,6,12,8,4.88,12.1,11.2,1.8,5,9.7,10.9,7.5,2.1,71.6,-0.063,8,0.51,2.16,1.64,0.74,,,Other,Other,103.6368421,104,2.363157895,Other
W01001132,Sully 1,The Vale of Glamorgan 008D,W02000244,The Vale of Glamorgan 008,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W37000342,Barry BUA,WXX000003,84,2,12,6,20,1404,14.25,4,7,0,11,1405,7.83,2,8,3,13,1385,9.39,4,6,3,13,1390,9.35,10,8.54,9,6,10,4,9,11.9,15.6,367.4,17.1,682.6,4.7,,9,107,89,133,2.9,34.4,8.6,9,3.7,26,23,31,28,34,27,64,52,5,5,4,5,6,5,18,13,9,10,1.68,6.7,6.4,0.3,8,9,10.6,7.1,2.1,90.6,-0.019,10,,0.77,0.84,,,,Other,Other,108.0789474,108,-1.078947368,Other
W01001133,Sully 2,The Vale of Glamorgan 008E,W02000244,The Vale of Glamorgan 008,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W37000342,Barry BUA,WXX000003,97,1,13,9,23,2311,9.95,1,4,4,9,2271,3.96,0,6,2,8,2271,3.52,0,9,3,12,2207,5.44,10,5.2,10,4,10,4,9,10.9,17.9,239.2,14.6,578.4,3.8,,10,110,93,133,1.3,58.6,8.4,9,25.3,26,25,31,26,27,28,55,46,4,4,4,4,5,5,17,12,8,9,2.61,11.5,10.3,1.7,7,9.3,10.4,7,2.1,73.8,-0.017,9,0.36,1.18,1.05,0.53,0.28,0.2,Consistently increasing,Increasing (2018-20),108.0789474,108,1.921052632,Other
W01001134,Sully 3,The Vale of Glamorgan 008F,W02000244,The Vale of Glamorgan 008,W06000014,Vale of Glamorgan,Urban,Large Town (Less Sparse),W38000123,Penarth BUASD,WXX000003,69,0,10,3,13,1186,10.96,0,4,5,9,1200,7.5,1,5,6,12,1225,9.8,0,2,2,4,1187,3.37,10,2.12,9,6,9,5,8,13.2,16.6,320.4,20.8,612.2,3.3,,10,106,92,141,1.4,58.9,8.3,5,16.4,34,27,41,36,35,36,55,40,9,5,10,9,9,8,18,12,16,10,2.27,6.6,6.3,1,6,7.4,10.1,6.8,14.8,86.3,0.008,10,,0.5,0.95,,,,Other,Other,108.0789474,108,-2.078947368,Other
W01001135,Wenvoe 1,The Vale of Glamorgan 003C,W02000239,The Vale of Glamorgan 003,W06000014,Vale of Glamorgan,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,151,2,26,7,35,2132,16.42,1,18,9,28,2003,13.98,1,17,4,22,1773,12.41,2,8,3,13,1635,7.95,9,2.19,10,4,10,3,10,10.5,15.5,227.5,17.5,507.6,2,,8,106,87,136,5.5,51.2,9.5,3,19.6,52,42,50,47,38,50,52,61,12,8,14,10,6,12,15,13,11,9,1,23,21.1,3.3,4,7.4,10.4,6.7,10.3,19,0.068,6,0.72,1.85,1.4,1.03,0.79,0.31,Consistently increasing,Increasing (2017-20),107.0104712,107,-1.010471204,Other
W01001136,Wenvoe 2,The Vale of Glamorgan 003D,W02000239,The Vale of Glamorgan 003,W06000014,Vale of Glamorgan,Rural,Village Hamlet and Isolated Dwellings (Less Sparse),Small,Dispersed (not in a BUA),WXX000003,83,1,12,0,13,1389,9.36,5,8,2,15,1332,11.26,3,14,1,18,1269,14.18,4,8,1,13,1179,11.03,9,1.86,9,6,9,4,9,11.4,17.6,195.5,22.7,645.1,2.2,,7,103,88,130,2.9,30,12.8,5,7.9,37,25,33,27,27,28,37,36,12,6,11,7,5,6,14,9,11,7,3.07,18.4,16.6,1.9,7,10.4,11.1,7.2,5.1,92.1,0.035,8,0.58,1.26,1.4,0.79,0.71,,Consistently decreasing,Decreasing (2018-20),107.0104712,107,-4.010471204,Other
W01001137,Aberaman North 1,Rhondda Cynon Taf 005A,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,158,12,15,5,32,2266,14.12,14,10,2,26,2262,11.49,12,13,2,27,2264,11.93,10,12,4,26,2244,11.59,3,51.1,2,24,2,16,3,16.8,29,440.2,24.4,616.7,4.5,,3,102,87,106,4,24.1,26,6,8.1,23,18,24,21,20,30,41,31,4,3,5,4,2,10,9,7,9,4,4.07,28.9,26.7,5.6,3,7,10.5,7.2,40.5,61.6,0.09,5,1.01,3.24,2.97,0.78,0.31,0.33,Other,Other,102.7225131,103,-0.722513089,Other
W01001138,Aberaman North 2,Rhondda Cynon Taf 005B,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,100,2,10,2,14,1278,10.95,9,9,1,19,1302,14.59,5,8,1,14,1271,11.01,6,14,3,23,1279,17.98,2,40.42,1,30,1,20,2,17.6,32.4,533.5,28.1,667.4,5.7,,2,103,86,102,6.4,28.3,30.4,6,0,19,19,20,21,21,32,42,35,2,2,2,3,3,13,11,10,8,4,5.95,20.9,19.3,4.3,7,7.7,10.7,7.4,13.7,100,0.047,4,1.18,3.36,2.56,0.85,0.8,0.59,Other,Other,102.0890052,102,0.910994764,Other
W01001139,Aberaman North 3,Rhondda Cynon Taf 005C,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,160,3,14,3,20,1639,12.2,5,13,1,19,1649,11.52,7,20,3,30,1671,17.95,5,14,1,20,1641,12.19,5,46.69,4,17,4,11,3,16.8,27.4,444.2,19.1,704.2,9.4,,4,101,86,115,4.8,32.6,23.5,8,0,24,18,24,18,20,35,43,37,3,1,4,2,3,14,12,11,9,4,2.86,33.7,31.5,7.5,8,7.2,10.6,7.4,6.8,100,0.054,5,0.95,2.93,1.92,0.81,0.35,,Other,Other,103.6368421,104,-2.636842105,Other
W01001140,Aberaman South 1,Rhondda Cynon Taf 005D,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,91,2,7,1,10,1405,7.12,5,10,1,16,1402,11.41,2,8,1,11,1392,7.9,3,5,2,10,1394,7.17,3,30.03,3,22,2,17,4,12.9,27.9,499.9,23.3,830.9,9.4,,2,104,87,102,7.6,21.1,25.6,5,0.1,26,19,26,21,20,43,51,44,5,3,5,4,3,19,17,16,11,3,5.03,29,25.8,5.8,5,5.7,10.1,6.9,33.4,95,0.155,4,1.38,2.98,2.06,1.17,,0.5,Other,Other,102.7225131,103,1.277486911,Other
W01001141,Aberaman South 2,Rhondda Cynon Taf 005E,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,147,4,6,1,11,1593,6.91,11,14,5,30,1651,18.17,8,20,4,32,1671,19.15,5,8,3,16,1608,9.95,2,60.32,2,29,2,16,3,15.7,29.1,573.1,24.7,592.7,9.8,,2,100,87,105,6.5,23.1,31.4,4,0.5,21,19,23,27,16,49,56,50,3,4,3,9,2,23,21,20,16,1,7.64,29.6,27.9,5.9,4,5.4,9.9,6.8,51.1,100,0.141,5,1.07,2.48,1.8,0.84,,1.15,Consistently decreasing,Decreasing (2018-20),102.0890052,102,-2.089005236,Other
W01001142,Aberaman South 3,Rhondda Cynon Taf 005F,W02000256,Rhondda Cynon Taf 005,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,144,8,20,4,32,1935,16.54,6,15,5,26,1886,13.79,13,16,0,29,1826,15.88,10,8,3,21,1798,11.68,2,55.5,2,27,2,18,2,16.1,34.4,463,18.4,643.9,7.3,,2,104,89,99,7.1,26,36.4,7,0.4,20,19,19,19,19,39,47,43,2,2,2,2,2,11,11,11,7,1,8.23,32.1,27.5,5.6,2,7.5,10.3,7,71.3,97.7,0.102,3,1.37,3.73,3.17,1.69,0.55,1.45,Other,Other,102.0890052,102,1.910994764,Other
W01001143,Abercynon 1,Rhondda Cynon Taf 012A,W02000263,Rhondda Cynon Taf 012,W06000016,Rhondda Cynon Taf,Rural,Small Town and Fringe (Less Sparse),W37000347,Abercynon BUA,WXX000003,95,4,11,1,16,1522,10.51,7,6,1,14,1509,9.28,3,7,1,11,1468,7.49,1,9,0,10,1498,6.68,6,31.28,6,14,6,9,5,15.2,24.8,280.7,24.2,637.7,4.1,,5,105,86,117,4.5,22.1,23.3,5,1.8,28,20,30,28,30,30,55,85,4,2,5,4,5,5,10,13,10,5,3.84,25.2,24,5.2,5,9.5,10.8,7.3,27.9,99.9,0.149,4,1.39,1.95,3.78,,0.4,1.29,Consistently increasing,Increasing (2017-20),104.5767196,105,0.423280423,Other
W01001144,Abercynon 2,Rhondda Cynon Taf 012B,W02000263,Rhondda Cynon Taf 012,W06000016,Rhondda Cynon Taf,Rural,Small Town and Fringe (Less Sparse),W37000347,Abercynon BUA,WXX000003,111,5,10,2,17,1666,10.2,10,12,2,24,1683,14.26,4,12,0,16,1641,9.75,12,13,1,26,1654,15.72,1,78.54,1,39,1,24,1,20.7,36.4,568.9,33.8,921.3,5.7,,1,102,84,96,12.7,9.3,47.7,2,0.3,26,20,27,31,21,31,38,76,8,2,7,8,5,10,10,18,2,2,8.35,22.7,20.5,3.6,9,7.6,10.4,7.1,5,78,0.175,3,1.46,3.46,3.36,0.71,0.45,3.19,Other,Other,100.5078534,101,1.492146597,Other
W01001145,Abercynon 3,Rhondda Cynon Taf 012C,W02000263,Rhondda Cynon Taf 012,W06000016,Rhondda Cynon Taf,Rural,Small Town and Fringe (Less Sparse),W37000347,Abercynon BUA,WXX000003,118,6,12,2,20,1823,10.97,4,16,6,26,1817,14.31,4,12,3,19,1839,10.33,7,15,4,26,1808,14.38,3,49.82,3,21,4,13,2,18.8,27.3,476.1,28.3,789.3,7.5,,4,103,88,110,5.7,30.7,30.6,5,0.1,23,20,25,26,21,25,28,76,5,2,5,5,3,5,7,14,6,3,6.46,24.9,22.6,5.3,6,9.8,10.9,7.4,19.1,100,0.146,4,1.12,2.24,2.15,1.04,0.4,0.75,Other,Other,102.7225131,103,0.277486911,Other
W01001146,Abercynon 4,Rhondda Cynon Taf 012D,W02000263,Rhondda Cynon Taf 012,W06000016,Rhondda Cynon Taf,Rural,Small Town and Fringe (Less Sparse),W37000347,Abercynon BUA,WXX000003,97,2,6,2,10,1496,6.68,2,15,1,18,1483,12.14,4,7,1,12,1469,8.17,5,4,3,12,1479,8.11,6,9.09,7,11,5,10,5,14.9,23.7,342.1,24,478.9,6.1,,4,105,91,110,6.6,26.2,21.2,8,0.1,24,20,26,29,26,27,33,76,5,2,4,5,3,4,7,9,9,3,3.66,32.7,29.4,6.2,6,11.7,11.3,7.6,11,99.7,0.112,7,0.66,1.83,2.01,,0.38,0.41,Other,Other,104.5767196,105,0.423280423,Other
W01001147,Aberdare East 1,Rhondda Cynon Taf 004A,W02000255,Rhondda Cynon Taf 004,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,83,1,12,4,17,1684,10.1,1,10,1,12,1706,7.03,4,8,2,14,1699,8.24,6,6,2,14,1707,8.2,5,13.2,5,14,5,11,5,13.6,25.1,476.1,22,571.5,5.3,,7,107,87,125,5.9,40.5,17.2,5,1,31,22,33,32,26,37,55,29,7,3,7,8,3,7,5,5,6,6,3.25,23.7,21,4.4,2,6.9,10.4,7.1,66.1,69.3,0.149,5,0.9,3.09,4.55,0.64,0.4,0.59,Other,Other,103.6368421,104,3.363157895,Other
W01001148,Aberdare East 2,Rhondda Cynon Taf 002A,W02000253,Rhondda Cynon Taf 002,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,141,4,21,2,27,1834,14.72,3,5,4,12,1811,6.63,3,14,2,19,1811,10.49,9,14,4,27,1774,15.22,4,34.8,4,18,3,13,5,13.9,26.5,438.6,23,464.9,8.6,,5,105,88,115,3.1,26.6,21.7,8,0,20,19,20,22,23,23,35,26,2,3,2,3,4,3,7,4,4,1,6.56,34.2,31.5,7.1,1,7.6,10.5,7.3,68.8,84,0.033,2,1.97,5.65,7.28,0.46,0.42,0.59,Other,Other,103.2931937,103,1.706806283,Other
W01001149,Aberdare East 3,Rhondda Cynon Taf 003A,W02000254,Rhondda Cynon Taf 003,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,103,7,4,6,17,1529,11.12,4,5,3,12,1522,7.88,7,7,2,16,1505,10.63,6,7,2,15,1478,10.15,4,11.9,4,17,3,13,4,15.3,25.8,422,24.6,622.2,5.7,,4,104,88,112,7,25.3,15.8,6,0.1,23,22,21,27,19,27,40,31,5,4,3,7,3,7,10,8,9,4,4.76,21.6,19.6,3.8,6,7.4,10.5,7.2,8,72.9,0.082,3,1.33,3.52,5.29,0.68,0.38,0.39,Other,Other,103.2931937,103,0.706806283,Other
W01001150,Aberdare East 4,Rhondda Cynon Taf 003B,W02000254,Rhondda Cynon Taf 003,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,136,7,7,2,16,1799,8.89,4,8,1,13,1776,7.32,4,8,1,13,1777,7.32,10,12,2,24,1707,14.06,2,36.75,3,24,2,17,3,16.8,29.9,504.2,23,645.9,4.4,,2,101,85,105,9.8,29.3,25.1,6,0.2,21,19,20,22,19,23,32,25,3,2,3,5,2,5,7,6,7,1,7.64,31.5,29.3,6.6,2,9.2,11,7.6,36,50.5,0.007,1,2.05,7.13,9.72,,0.43,1.3,Other,Other,102.0890052,102,-1.089005236,Other
W01001151,Aberdare West/Llwydcoed 1,Rhondda Cynon Taf 003C,W02000254,Rhondda Cynon Taf 003,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,83,4,12,0,16,1636,9.78,2,6,2,10,1585,6.31,2,11,3,16,1546,10.35,2,8,5,15,1571,9.55,8,8.55,8,9,6,9,5,13.6,22.9,449.5,22.3,697.8,4.3,,8,107,89,123,2.7,46.7,13.3,8,0,30,20,28,24,22,35,54,22,6,4,5,5,3,8,11,3,9,10,1.1,15.7,14.8,2.9,3,6,10.1,6.9,56.6,100,0.079,5,1.06,2.66,1.65,0.52,,,Other,Other,106.3036649,106,0.696335079,Other
W01001152,Aberdare West/Llwydcoed 2,Rhondda Cynon Taf 002B,W02000253,Rhondda Cynon Taf 002,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,134,5,13,5,23,1937,11.87,2,14,1,17,1908,8.91,5,8,3,16,1912,8.37,6,11,4,21,1873,11.21,7,17.44,7,11,6,9,6,14.8,23.8,287.5,22.1,547.5,7.8,,7,107,91,120,2.8,29,19,3,4.7,28,25,32,30,32,44,96,45,6,3,6,8,4,10,11,9,9,6,3.6,20.7,18,3.5,5,6.2,9.9,6.7,29.8,73.5,0.169,5,0.88,2.57,2.27,0.77,0.3,1.07,Consistently increasing,Increasing (2018-20),105.3403141,105,1.659685864,Other
W01001153,Aberdare West/Llwydcoed 3,Rhondda Cynon Taf 002C,W02000253,Rhondda Cynon Taf 002,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,103,4,9,2,15,1592,9.42,5,12,2,19,1579,12.03,7,11,0,18,1565,11.5,1,8,2,11,1522,7.23,3,41.16,2,25,2,17,3,15.9,30.7,419,28.6,614.1,7.2,,2,102,83,103,8.2,34.6,24.5,9,0,18,16,20,17,22,29,49,33,2,2,2,4,2,7,9,5,7,8,1.93,24.8,23.3,5.3,4,7.9,10.6,7.3,30.4,83.2,0.07,5,1.08,2.83,1.88,0.87,0.38,0.36,Other,Other,102.7225131,103,-0.722513089,Other
W01001154,Aberdare West/Llwydcoed 4,Rhondda Cynon Taf 003D,W02000254,Rhondda Cynon Taf 003,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,103,6,10,3,19,1444,13.16,8,11,1,20,1469,13.61,4,7,2,13,1464,8.88,5,14,2,21,1442,14.56,3,29.52,3,22,2,17,2,18.6,29.3,530.1,25.8,520.5,6.1,,4,103,87,118,6.6,25,24.1,4,4.3,31,21,29,21,21,39,74,27,6,2,6,2,2,11,14,7,12,5,4.7,21.1,19,3.8,6,5.7,10.1,6.9,19.8,82.5,0.102,6,0.78,2.34,2.3,0.59,,0.38,Other,Other,102.7225131,103,0.277486911,Other
W01001155,Aberdare West/Llwydcoed 5,Rhondda Cynon Taf 002D,W02000253,Rhondda Cynon Taf 002,W06000016,Rhondda Cynon Taf,Urban,Large Town (Less Sparse),W38000125,Aberdare BUASD,WXX000003,107,6,15,1,22,1570,14.01,6,11,4,21,1555,13.5,6,9,1,16,1565,10.22,2,6,0,8,1526,5.24,4,42.14,3,20,3,15,3,17,26,473.1,26.5,606.9,5.2,,6,105,86,119,5.5,39.3,19.7,9,0.1,22,18,25,22,21,30,43,31,3,3,4,4,3,6,7,4,6,2,5.41,31,29.2,6.8,2,7.8,10.6,7.3,52.9,99.7,0.077,5,1.12,2.18,3.37,,0.42,0.52,Consistently increasing,Increasing (2017-20),103.2931937,103,1.706806283,Other
